20, 25, 31.5, 40, 50, 63, 80, 100, 125, 160, 200, 250, 315, 400, 500, 630, 800, 1000, 1250, 1600, 2000, 2500, 3150, 4000, 5000, 6300, 8000, 10000, 12500, 16000, 20000
0.049, 0.054, 0.056, 0.045, 0.034, 0.034, 0.027, 0.037, 0.026, 0.042, 0.050, 0.056, 0.057, 0.065, 0.069, 0.077, 0.083, 0.089, 0.090, 0.101, 0.101, 0.109, 0.117, 0.123, 0.126, 0.134, 0.141, 0.142, 0.147, 0.153, 0.172
0.001, 0.001, 0.001, 0.001, 0.001, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.003, 0.003, 0.003, 0.003, 0.004, 0.004, 0.005, 0.005, 0.005, 0.006, 0.006, 0.007, 0.008, 0.008, 0.009, 0.010, 0.017, 0.028, 0.047, 0.098
