20, 25, 31.5, 40, 50, 63, 80, 100, 125, 160, 200, 250, 315, 400, 500, 630, 800, 1000, 1250, 1600, 2000, 2500, 3150, 4000, 5000, 6300, 8000, 10000, 12500, 16000, 20000
0.031, 0.031, 0.031, 0.037, 0.040, 0.041, 0.046, 0.047, 0.049, 0.054, 0.062, 0.069, 0.073, 0.076, 0.066, 0.067, 0.067, 0.068, 0.068, 0.068, 0.069, 0.069, 0.069, 0.069, 0.070, 0.070, 0.090, 0.107, 0.111, 0.119, 0.132
0.004, 0.004, 0.005, 0.005, 0.006, 0.006, 0.007, 0.007, 0.008, 0.009, 0.010, 0.011, 0.012, 0.013, 0.014, 0.015, 0.016, 0.018, 0.020, 0.022, 0.024, 0.026, 0.028, 0.031, 0.034, 0.037, 0.040, 0.067, 0.113, 0.189, 0.391
