20, 25, 31.5, 40, 50, 63, 80, 100, 125, 160, 200, 250, 315, 400, 500, 630, 800, 1000, 1250, 1600, 2000, 2500, 3150, 4000, 5000, 6300, 8000, 10000, 12500, 16000, 20000
0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.061, 0.088, 0.088, 0.041, 0.112, 0.064, 0.008, 0.010, 0.089, 0.146, 0.655, 0.423, 0.318, 0.743, 0.661, 0.863, 0.572, 0.716, 0.764, 0.653, 0.695, 0.693, 0.753, 0.568, 0.435
