20, 25, 31.5, 40, 50, 63, 80, 100, 125, 160, 200, 250, 315, 400, 500, 630, 800, 1000, 1250, 1600, 2000, 2500, 3150, 4000, 5000, 6300, 8000, 10000, 12500, 16000, 20000
0.099, 0.069, 0.105, 0.075, 0.067, 0.070, 0.052, 0.089, 0.081, 0.151, 0.037, 0.081, 0.078, 0.115, 0.122, 0.144, 0.161, 0.172, 0.167, 0.166, 0.197, 0.209, 0.151, 0.159, 0.171, 0.172, 0.171, 0.171, 0.170, 0.168, 0.165
0.006, 0.007, 0.008, 0.009, 0.010, 0.012, 0.014, 0.015, 0.018, 0.020, 0.023, 0.027, 0.030, 0.035, 0.040, 0.046, 0.052, 0.060, 0.101, 0.169, 0.284, 0.386, 0.442, 0.499, 0.511, 0.523, 0.535, 0.547, 0.560, 0.573, 0.586
