20, 25, 31.5, 40, 50, 63, 80, 100, 125, 160, 200, 250, 315, 400, 500, 630, 800, 1000, 1250, 1600, 2000, 2500, 3150, 4000, 5000, 6300, 8000, 10000, 12500, 16000, 20000
0.069, 0.055, 0.040, 0.023, 0.011, 0.004, 0.014, 0.030, 0.048, 0.066, 0.082, 0.096, 0.102, 0.092, 0.056, 0.056, 0.056, 0.056, 0.055, 0.055, 0.055, 0.055, 0.100, 0.099, 0.104, 0.107, 0.111, 0.118, 0.132, 0.158, 0.199
0.007, 0.008, 0.009, 0.011, 0.012, 0.014, 0.016, 0.018, 0.021, 0.024, 0.027, 0.031, 0.036, 0.041, 0.047, 0.053, 0.061, 0.070, 0.118, 0.197, 0.331, 0.450, 0.516, 0.582, 0.596, 0.610, 0.624, 0.638, 0.653, 0.668, 0.684
