20, 25, 31.5, 40, 50, 63, 80, 100, 125, 160, 200, 250, 315, 400, 500, 630, 800, 1000, 1250, 1600, 2000, 2500, 3150, 4000, 5000, 6300, 8000, 10000, 12500, 16000, 20000
0.202, 0.161, 0.155, 0.139, 0.131, 0.119, 0.129, 0.105, 0.101, 0.099, 0.103, 0.067, 0.075, 0.081, 0.057, 0.040, 0.054, 0.066, 0.093, 0.093, 0.155, 0.120, 0.079, 0.087, 0.114, 0.116, 0.116, 0.117, 0.119, 0.121, 0.125
0.003, 0.003, 0.004, 0.004, 0.004, 0.005, 0.005, 0.006, 0.006, 0.007, 0.007, 0.008, 0.009, 0.009, 0.010, 0.011, 0.012, 0.014, 0.015, 0.016, 0.018, 0.019, 0.021, 0.023, 0.025, 0.027, 0.030, 0.050, 0.085, 0.142, 0.293
