20, 25, 31.5, 40, 50, 63, 80, 100, 125, 160, 200, 250, 315, 400, 500, 630, 800, 1000, 1250, 1600, 2000, 2500, 3150, 4000, 5000, 6300, 8000, 10000, 12500, 16000, 20000
0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.029, 0.039, 0.052, 0.067, 0.085, 0.084, 0.233, 0.438, 0.442, 0.660, 0.800, 0.899, 0.881, 0.967, 0.982, 0.986, 0.987, 0.976, 0.981, 0.962, 0.933, 0.883, 0.838, 0.733, 0.354
0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.010, 0.012, 0.014, 0.016, 0.018, 0.020, 0.022, 0.024, 0.028, 0.032, 0.036, 0.040, 0.044, 0.048, 0.096, 0.192, 0.236, 0.280, 0.284, 0.288, 0.304
