20, 25, 31.5, 40, 50, 63, 80, 100, 125, 160, 200, 250, 315, 400, 500, 630, 800, 1000, 1250, 1600, 2000, 2500, 3150, 4000, 5000, 6300, 8000, 10000, 12500, 16000, 20000
0.010, 0.010, 0.010, 0.010, 0.010, 0.010, 0.010, 0.018, 0.022, 0.023, 0.022, 0.021, 0.024, 0.026, 0.028, 0.030, 0.032, 0.033, 0.029, 0.032, 0.031, 0.049, 0.062, 0.054, 0.037, 0.038, 0.038, 0.039, 0.038, 0.038, 0.038
0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.005, 0.006, 0.007, 0.008, 0.009, 0.010, 0.011, 0.012, 0.014, 0.016, 0.018, 0.020, 0.022, 0.024, 0.048, 0.096, 0.118, 0.140, 0.142, 0.144, 0.152
