20, 25, 31.5, 40, 50, 63, 80, 100, 125, 160, 200, 250, 315, 400, 500, 630, 800, 1000, 1250, 1600, 2000, 2500, 3150, 4000, 5000, 6300, 8000, 10000, 12500, 16000, 20000
0.018, 0.018, 0.018, 0.021, 0.025, 0.028, 0.032, 0.049, 0.063, 0.083, 0.114, 0.156, 0.213, 0.286, 0.372, 0.463, 0.552, 0.624, 0.680, 0.720, 0.752, 0.801, 0.772, 0.792, 0.782, 0.765, 0.712, 0.650, 0.594, 0.525, 0.443
0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.010, 0.012, 0.014, 0.016, 0.018, 0.020, 0.022, 0.024, 0.028, 0.032, 0.036, 0.040, 0.044, 0.048, 0.096, 0.192, 0.236, 0.280, 0.284, 0.288, 0.304
