20, 25, 31.5, 40, 50, 63, 80, 100, 125, 160, 200, 250, 315, 400, 500, 630, 800, 1000, 1250, 1600, 2000, 2500, 3150, 4000, 5000, 6300, 8000, 10000, 12500, 16000, 20000
0.026, 0.034, 0.041, 0.047, 0.047, 0.046, 0.042, 0.040, 0.041, 0.049, 0.063, 0.084, 0.103, 0.109, 0.082, 0.079, 0.077, 0.075, 0.076, 0.075, 0.072, 0.071, 0.069, 0.068, 0.068, 0.071, 0.072, 0.076, 0.082, 0.094, 0.114
0.002, 0.002, 0.002, 0.003, 0.003, 0.003, 0.003, 0.004, 0.004, 0.004, 0.005, 0.005, 0.006, 0.006, 0.007, 0.008, 0.008, 0.009, 0.010, 0.011, 0.012, 0.013, 0.014, 0.015, 0.017, 0.018, 0.020, 0.034, 0.056, 0.095, 0.195
